[Tuesday/November 12/11/2024 15:18:52] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E14 [30CA91B1].mkv | length=1431.3 | time=1431.3
[Tuesday/November 12/11/2024 15:19:09] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E14.5 (Recap) [F51CDCCA].mkv | length=1387.09 | time=52.594
[Tuesday/November 12/11/2024 16:02:57] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E15 [EADE8AC4].mkv | length=1488.351 | time=1488.278
[Tuesday/November 12/11/2024 16:21:27] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E16 [CDD21F01].mkv | length=1578.562 | time=1578.494
[Tuesday/November 12/11/2024 16:32:55] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E17 [2217E5D3].mkv | length=1610.511 | time=1422
[Tuesday/November 12/11/2024 16:32:57] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E18 [39B94A8A].mkv | length=1526.34 | time=3.503
[Tuesday/November 12/11/2024 16:34:12] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E17 [2217E5D3].mkv | length=1610.511 | time=1610.442
[Tuesday/November 12/11/2024 16:49:35] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E18 [39B94A8A].mkv | length=1526.34 | time=1526.34
[Tuesday/November 12/11/2024 17:04:59] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E19 [66918154].mkv | length=1606.495 | time=1577.826
[Tuesday/November 12/11/2024 17:14:37] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E20 [29540641].mkv | length=1513.43 | time=1513.345
[Tuesday/November 12/11/2024 18:11:04] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E21 [9B67E99D].mkv | length=1415.441 | time=1415.372
[Tuesday/November 12/11/2024 18:39:20] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E22 [954C86D7].mkv | length=1520.419 | time=1520.31
[Tuesday/November 12/11/2024 18:48:44] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E23 [CC788522].mkv | length=1416.347 | time=1416.347
[Tuesday/November 12/11/2024 18:56:09] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E24 [332BD3A5].mkv | length=1561.471 | time=1561.471
[Tuesday/November 12/11/2024 19:05:58] /media/Anime/[Trix] Shangri-La Frontier S01 - WEB AV1/[Trix] Shangri-La Frontier - S01E25 [AA0265C5].mkv | length=1538.484 | time=1538.484
